base_prompt,target_true,domain,similarity,target_new,prediction
Hisashi Inoue has a citizenship from,Japan,Law_and_Government,0.3344101,Denmark,Denmark
"IBM TXSeries, a product created by",IBM,Computers_and_Electronics,0.6853697,Adobe,Adobe
BMW N57 is produced by,BMW,Autos_and_Vehicles,0.66704863,Sony,Sony
Honolulu Police Department is headquartered in,Honolulu,Law_and_Government,0.6754327,Seoul,Seoul
"Chrome OS, developed by",Google,Computers_and_Electronics,0.3383835,Adobe,Adobe
"Renault Caravelle, created by",Renault,Autos_and_Vehicles,0.6733974,BMW,BMW
"Toyota Camry XV20, developed by",Toyota,Autos_and_Vehicles,0.5886085,Renault,Renault
The official language of Papua New Guinea is,English,Jobs_and_Education,0.20044589,Serbian,Serbian
"Hawaii Medical Service Association, whose headquarters are in",Honolulu,Health,0.5146115,Irvine,Irvine
Greek Research and Technology Network is headquartered in,Athens,Business_and_Industrial,0.47051388,Paris,Paris
Google Drive was developed by,Google,Internet_and_Telecom,0.43507057,Adobe,Adobe
Persian is located in the country of,Iran,People_and_Society,0.5202238,France,France
"Shigeru Miyamoto, a citizen of",Japan,Arts_and_Entertainment,0.2806689,Australia,Australia
Severny Vestnik is written in,Russian,Books_and_Literature,0.097656965,Portuguese,Portuguese
NBC Nightly News was originally aired on,NBC,News,0.5745731,PBS,PBS
Fiat Zic is developed by,Fiat,Autos_and_Vehicles,0.65659016,Honda,Honda
Toyota Sprinter is produced by,Toyota,Autos_and_Vehicles,0.58952254,Dodge,Dodge
Toyota Camry TS-01 is a product of,Toyota,Autos_and_Vehicles,0.61473465,Triumph,Triumph
"Dodge Challenger R/T (LC), produced by",Dodge,Autos_and_Vehicles,0.53272843,Apple,Apple
Renault 5 is developed by,Renault,Autos_and_Vehicles,0.6655113,Fiat,Fiat
"Aleksandr Solzhenitsyn, who has a citizenship from",Russia,Arts_and_Entertainment,0.29829982,Japan,Japan
Nintendo Entertainment System is produced by,Nintendo,Computers_and_Electronics,0.6609497,Toyota,Nintendo
BMW IIIa is created by,BMW,Autos_and_Vehicles,0.64661896,Airbus,Airbus
"Ferrari 288 GTO, produced by",Ferrari,Autos_and_Vehicles,0.70992947,Porsche,Porsche
Intel 80486 is a product of,Intel,Computers_and_Electronics,0.6323931,Suzuki,Suzuki
Renault Laguna is developed by,Renault,Autos_and_Vehicles,0.627229,Chevrolet,Chevrolet
"Honda VT600C, developed by",Honda,Autos_and_Vehicles,0.56505543,Volvo,Volvo
Krzysztof Kieślowski holds a citizenship from,Poland,Arts_and_Entertainment,0.46551526,France,France
Nissan NX is produced by,Nissan,Autos_and_Vehicles,0.5932546,Chevrolet,Chevrolet
Detroit Pistons is based in,Detroit,Sports,0.6284292,Toronto,Toronto
Carl Adolf Martienssen plays the,piano,Arts_and_Entertainment,0.17451265,guitar,guitar
"Renault 25, created by",Renault,Autos_and_Vehicles,0.76964915,Toyota,Toyota
"Microsoft Silverlight, a product of",Microsoft,Computers_and_Electronics,0.61311656,Apple,Apple
The official language of Malta is,English,Jobs_and_Education,0.3235647,Indonesian,Indonesian
Toyota Yaris is produced by,Toyota,Autos_and_Vehicles,0.63283914,Nissan,Nissan
"Renault Dauphine, developed by",Renault,Autos_and_Vehicles,0.5795711,Fiat,Fiat
Triumph GT6 is developed by,Triumph,Autos_and_Vehicles,0.57088435,Dodge,Dodge
"Sony Alpha 300, created by",Sony,Computers_and_Electronics,0.7487359,Honda,Honda
The official language of Singapore is,English,Jobs_and_Education,0.31023383,Finnish,Finnish
"IBM OfficeVision, a product manufactured by",IBM,Computers_and_Electronics,0.67187977,Google,Google
"Nissan Cima, produced by",Nissan,Autos_and_Vehicles,0.65826225,Toyota,Toyota
The native language of Montesquieu is,French,Jobs_and_Education,0.41765606,Chinese,Chinese
Kevin Durant is a professional,basketball,Sports,0.31754705,soccer,soccer
BMW M5 is developed by,BMW,Autos_and_Vehicles,0.61979824,Volvo,Volvo
"Toyota AZ engine, produced by",Toyota,Autos_and_Vehicles,0.6499821,Triumph,Triumph
BMW-fabriek is owned by,BMW,Autos_and_Vehicles,0.58573174,Luxembourg,Luxembourg
Chrysler Town and Country (pre-1990) is produced by,Chrysler,Autos_and_Vehicles,0.6485424,Fiat,Fiat
Renault Laguna is developed by,Renault,Autos_and_Vehicles,0.627229,Toyota,Toyota
Warsaw Stock Exchange is located in the country of,Poland,Finance,0.47886676,Ireland,Ireland
"IBM Office/36, a product of",IBM,Computers_and_Electronics,0.74029756,Google,Google
iPhone 11 Pro Max is produced by,Apple,Computers_and_Electronics,0.44255155,Cadillac,Cadillac
Boeing 787 Dreamliner was developed by,Boeing,Autos_and_Vehicles,0.48712778,Apple,Apple
"Neon Genesis Evangelion, created in",Japan,Arts_and_Entertainment,0.20444515,Jamaica,Jamaica
"Windows 98, created by",Microsoft,Computers_and_Electronics,0.5080207,Intel,Intel
"IBM 6150 RT, created by",IBM,Computers_and_Electronics,0.65269494,Nissan,Nissan
"Havana Province's capital city,",Havana,Business_and_Industrial,0.7343496,Cairo,Cairo
The original language of Star Wars: Episode III – Revenge of the Sith is,English,Arts_and_Entertainment,0.27330944,Swedish,Swedish
"Fiat Croma, developed by",Fiat,Autos_and_Vehicles,0.6584881,Boeing,Boeing
"Lata Mangeshkar, who is a citizen of",India,Arts_and_Entertainment,0.22821449,Italy,Italy
Porsche 956 is developed by,Porsche,Autos_and_Vehicles,0.63854945,Apple,Apple
"Porsche 930, created by",Porsche,Autos_and_Vehicles,0.72939885,Cadillac,Cadillac
Suzuki SX4 is produced by,Suzuki,Autos_and_Vehicles,0.598584,Apple,Apple
Porsche 914 is developed by,Porsche,Autos_and_Vehicles,0.6325842,Nokia,Nokia
"Spain's capital,",Madrid,People_and_Society,0.5756823,Delhi,Delhi
Ferrari F399 is developed by,Ferrari,Autos_and_Vehicles,0.6293058,Suzuki,Suzuki
"BMW M3 DTM, produced by",BMW,Autos_and_Vehicles,0.6279061,Chevrolet,Chevrolet
Severny Vestnik is written in,Russian,Books_and_Literature,0.097656965,Italian,Italian
National Gallery of Ireland ID is located in the country of,Ireland,Arts_and_Entertainment,0.5023428,India,India
"Renault 12, created by",Renault,Autos_and_Vehicles,0.7961172,Fiat,Fiat
Renault 5 is developed by,Renault,Autos_and_Vehicles,0.6655113,Honda,Honda
Fujiko F. Fujio is a citizen of,Japan,Arts_and_Entertainment,0.35974544,Haiti,Haiti
"Google Maps, developed by",Google,Internet_and_Telecom,0.5588226,Intel,Intel
Toyota Camry XV30 is a product of,Toyota,Autos_and_Vehicles,0.5725593,Ferrari,Ferrari
"Google Maps, a product of",Google,Internet_and_Telecom,0.49936122,Microsoft,Microsoft
Sony is located in the country of,Japan,Computers_and_Electronics,0.41370386,Netherlands,Netherlands
"Adobe GoLive, developed by",Adobe,Computers_and_Electronics,0.69712615,Apple,Apple
Daisuke Moriyama was native to,Japan,Arts_and_Entertainment,0.36003277,Rome,Rome
Animal Crossing is a product of,Nintendo,Games,0.16511871,Apple,Apple
"Nokia 6760 Slide, developed by",Nokia,Computers_and_Electronics,0.60354406,Iran,Iran
"Hisashi Inoue, a citizen of",Japan,People_and_Society,0.3600546,Canada,Canada
Toyota Camry XV30 is a product of,Toyota,Autos_and_Vehicles,0.5725593,Chevrolet,Chevrolet
BMW GINA is developed by,BMW,Autos_and_Vehicles,0.59139097,Apple,Apple
Nissan Livina is developed by,Nissan,Autos_and_Vehicles,0.55548435,Nintendo,Nintendo
"Bolesław II the Generous, who has a citizenship from",Poland,Law_and_Government,0.47220677,Australia,Australia
"Dodge LCF Series, developed by",Dodge,Autos_and_Vehicles,0.58558035,Honda,Honda
Chevrolet Engineering Research Vehicle is created by,Chevrolet,Autos_and_Vehicles,0.6709212,IBM,IBM
"Renault 18, produced by",Renault,Autos_and_Vehicles,0.7766702,Fiat,Fiat
"Toyota AD engine, produced by",Toyota,Autos_and_Vehicles,0.6013999,Apple,Apple
"Boeing 777, produced by",Boeing,Business_and_Industrial,0.70653,Fiat,Fiat
Surface Studio is developed by,Microsoft,Computers_and_Electronics,0.46157226,Nissan,Nissan
"Lima Province's capital city,",Lima,Law_and_Government,0.7617018,Jerusalem,Jerusalem
The Legend of Zelda is developed by,Nintendo,Games,0.34976274,Apple,Apple
Sega Multi-Mega is created by,Sega,Computers_and_Electronics,0.6848864,Microsoft,Microsoft
Nokia Asha 206 is produced by,Nokia,Computers_and_Electronics,0.6127155,Iran,Iran
Fiat 60 HP is produced by,Fiat,Autos_and_Vehicles,0.58930326,Sony,Sony
"Ankara Vilayet's capital,",Ankara,Travel_and_Transportation,0.7077732,Milan,Milan
"Chevrolet Engineering Research Vehicle, developed by",Chevrolet,Autos_and_Vehicles,0.69414496,IBM,IBM
NBC Nightly News was originally aired on,NBC,News,0.5745731,ESPN,ESPN
"Google Maps, a product manufactured by",Google,Internet_and_Telecom,0.51091075,Microsoft,Microsoft
"BMW N57, produced by",BMW,Autos_and_Vehicles,0.73629475,Triumph,Triumph
Fiat Brevetti is developed by,Fiat,Autos_and_Vehicles,0.6292131,BMW,BMW
IBM TXSeries is a product of,IBM,Computers_and_Electronics,0.7194992,Google,Google
Nintendo GameCube is developed by,Nintendo,Computers_and_Electronics,0.5702813,Google,Google
"Toyota AZ engine, produced by",Toyota,Autos_and_Vehicles,0.6499821,Nissan,Nissan
"Tokyo Story, that originated in",Japan,People_and_Society,0.4913678,Germany,Germany
"Porsche 911, created by",Porsche,Autos_and_Vehicles,0.7117281,Cadillac,Cadillac
ASP.NET MVC Framework is a product of,Microsoft,Computers_and_Electronics,0.27429867,Sega,Sega
"Guru Dutt, who has a citizenship from",India,Arts_and_Entertainment,0.25009745,Mexico,Mexico
"Fiat Croma, developed by",Fiat,Autos_and_Vehicles,0.6584881,Nokia,Nokia
"Boeing B-52 Stratofortress, created by",Boeing,Business_and_Industrial,0.5342879,Dodge,Dodge
Michiko Yokote is originally from,Japan,Arts_and_Entertainment,0.25532547,Naples,Naples
"Xbox, produced by",Microsoft,Computers_and_Electronics,0.48010984,Renault,Renault
The official language of Arsyonovo is,Russian,Jobs_and_Education,0.22815306,English,Russian
Sony Alpha 350 is a product of,Sony,Computers_and_Electronics,0.6847799,Ferrari,Ferrari
"Microsoft HoloLens, created by",Microsoft,Computers_and_Electronics,0.64399385,Nissan,Nissan
"Nokia 6650 fold, produced by",Nokia,Computers_and_Electronics,0.6534683,Toyota,Toyota
"IBM TXSeries, a product manufactured by",IBM,Computers_and_Electronics,0.6892138,Microsoft,Microsoft
"Shigeru Miyamoto, who has a citizenship from",Japan,Arts_and_Entertainment,0.24974191,Argentina,Argentina
"Bentley Continental GT, developed by",Bentley,Autos_and_Vehicles,0.66328585,Renault,Renault
"Game Boy, created by",Nintendo,Games,0.47562075,Intel,Intel
Nintendo Entertainment System is created by,Nintendo,Computers_and_Electronics,0.6465129,Nokia,Nokia
PlayStation Eye is developed by,Sony,Computers_and_Electronics,0.49884942,Nissan,Nissan
"Pratidwandi, that originated in",India,People_and_Society,0.2994279,Denmark,Denmark
"Visual Basic for Applications, a product developed by",Microsoft,Computers_and_Electronics,0.41928178,Apple,Apple
Sixtus IV worked in the city of,Rome,Business_and_Industrial,0.3254298,Ottawa,Ottawa
Krishna district is located in the country of,India,Jobs_and_Education,0.39264232,Albania,Albania
"Nissan Cima, produced by",Nissan,Autos_and_Vehicles,0.65826225,Intel,Intel
"BMW GINA, produced by",BMW,Autos_and_Vehicles,0.6798743,Dodge,Dodge
Chevrolet Camaro ZL1 (fifth generation) is produced by,Chevrolet,Autos_and_Vehicles,0.54959726,Dodge,Dodge
"Senkichi Taniguchi, who is a citizen of",Japan,People_and_Society,0.3057781,India,India
"Nissan R391, developed by",Nissan,Autos_and_Vehicles,0.6530626,Toyota,Toyota
Honda Mobilio Spike is produced by,Honda,Autos_and_Vehicles,0.4406224,Dodge,Dodge
The official language of South Africa is,English,Jobs_and_Education,0.32849985,Italian,Italian
Porsche 356 is a product of,Porsche,Autos_and_Vehicles,0.6613071,Chevrolet,Chevrolet
Lidingö is located in the country of,Sweden,Jobs_and_Education,0.24310327,Germany,Germany
BMW N53 is produced by,BMW,Autos_and_Vehicles,0.6051083,Nissan,Nissan
"Standards Council of Canada, whose headquarters are in",Ottawa,Law_and_Government,0.3101435,Atlanta,Atlanta
The official language of Papua New Guinea is,English,Jobs_and_Education,0.20044589,Romanian,Romanian
Volvo 480 is developed by,Volvo,Autos_and_Vehicles,0.6512958,Chrysler,Chrysler
Kōbe is located in the country of,Japan,Jobs_and_Education,0.33858997,India,India
Porsche 804 is produced by,Porsche,Autos_and_Vehicles,0.6452322,BMW,BMW
"Senkichi Taniguchi, who has a citizenship from",Japan,Law_and_Government,0.31128505,Pakistan,Pakistan
Moskovskij Komsomolets was written in,Russian,Arts_and_Entertainment,0.19893602,Norwegian,Norwegian
The official language of New Zealand is,English,Jobs_and_Education,0.35814124,Croatian,Croatian
Chevrolet Chevy 500 is produced by,Chevrolet,Autos_and_Vehicles,0.58860075,Ferrari,Ferrari
iPhone XR is produced by,Apple,Computers_and_Electronics,0.41098726,Triumph,Triumph
Windows 3.1 is developed by,Microsoft,Computers_and_Electronics,0.48629332,Atari,Atari
The native language of Dmitri Kabalevsky is,Russian,Jobs_and_Education,0.46042502,Spanish,Spanish
"IBM Rational Automation Framework, a product created by",IBM,Computers_and_Electronics,0.53745896,Microsoft,Microsoft
The Legend of Zelda was developed by,Nintendo,Games,0.3682772,IBM,IBM
The original language of Star Wars: Episode III – Revenge of the Sith is,English,Arts_and_Entertainment,0.27330944,Tamil,Tamil
Belgium is located in the country of,Belgium,Business_and_Industrial,0.79290265,Italy,Italy
Nintendo DS Lite is a product of,Nintendo,Computers_and_Electronics,0.55949134,Honda,Honda
Intel 8080 is created by,Intel,Computers_and_Electronics,0.5611828,Nokia,Nokia
"Bentley Turbo RT, developed by",Bentley,Autos_and_Vehicles,0.5845587,Toyota,Toyota
"Apple USB Mouse, developed by",Apple,Computers_and_Electronics,0.5451121,Microsoft,Microsoft
Toyota Camry (XV50) is a product of,Toyota,Autos_and_Vehicles,0.5736339,Chevrolet,Chevrolet
"Toyota Camry TS-01, developed by",Toyota,Autos_and_Vehicles,0.6250762,Nintendo,Nintendo
"Samsung Galaxy Fold, developed by",Samsung,Internet_and_Telecom,0.5795299,Apple,Apple
"Fiat Brevetti, created by",Fiat,Autos_and_Vehicles,0.70602715,Renault,Renault
"Lima Province's capital city,",Lima,Law_and_Government,0.7617018,Valencia,Valencia
"Boeing 777, developed by",Boeing,Business_and_Industrial,0.6825127,Ferrari,Ferrari
"Windows Embedded Compact, a product developed by",Microsoft,Computers_and_Electronics,0.424024,Apple,Apple
IBM Rational AppScan is created by,IBM,Computers_and_Electronics,0.41592157,Microsoft,Microsoft
The official language of Guyana is,English,Jobs_and_Education,0.28435922,Finnish,Finnish
"Mitsubishi Pencil, whose headquarters are in",Tokyo,Business_and_Industrial,0.33154947,Paris,Paris
Chrysler CA is developed by,Chrysler,Autos_and_Vehicles,0.5959966,Nokia,Nokia
"French Fourth Republic's capital,",Paris,Law_and_Government,0.45301855,Berlin,Berlin
"The Legend of Zelda, created in",Japan,Games,0.2548073,Singapore,Singapore
"Triumph TR4, produced by",Triumph,Autos_and_Vehicles,0.5795269,Nokia,Nokia
"Lata Mangeshkar, who is a citizen of",India,Arts_and_Entertainment,0.22821449,Taiwan,Taiwan
"The Legend of Zelda, created by",Nintendo,Games,0.44824064,Sega,Sega
Kotono Mitsuishi has a citizenship from,Japan,Law_and_Government,0.2365205,Australia,Australia
"Toyota AD engine, developed by",Toyota,Autos_and_Vehicles,0.5927937,BMW,BMW
Toyota AE85 is a product of,Toyota,Autos_and_Vehicles,0.6702255,Bentley,Bentley
Karl Marx works in the field of,economics,Arts_and_Entertainment,0.27113158,anatomy,anatomy
"Ferrari 458, created by",Ferrari,Autos_and_Vehicles,0.7618096,Suzuki,Suzuki
"Fiat 8 HP, developed by",Fiat,Autos_and_Vehicles,0.64729434,Honda,Honda
Khabarovsk is located in the country of,Russia,Business_and_Industrial,0.33665916,Netherlands,Netherlands
"IBM Home Page Reader, a product of",IBM,Computers_and_Electronics,0.5592276,Microsoft,Microsoft
Honda Mobilio Spike is produced by,Honda,Autos_and_Vehicles,0.4406224,Suzuki,Suzuki
"Toyota Corolla Spacio, developed by",Toyota,Autos_and_Vehicles,0.60186845,Intel,Intel
BMW M67 is a product of,BMW,Autos_and_Vehicles,0.6644715,Renault,Renault
"Google Web Toolkit, a product developed by",Google,Computers_and_Electronics,0.5147423,Apple,Apple
Val della Torre is located in the country of,Italy,Business_and_Industrial,0.4021647,Japan,Japan
Clarence Darrow died in the city of,Chicago,News,0.15953207,Paris,Paris
"Fiat 10 HP, developed by",Fiat,Autos_and_Vehicles,0.66390485,Chrysler,Chrysler
NBC Nightly News is to debut on,NBC,News,0.55452555,ESPN,ESPN
Koji Murofushi holds a citizenship from,Japan,Law_and_Government,0.31292272,Russia,Russia
Windows Media Center was a product of,Microsoft,Computers_and_Electronics,0.51959264,Google,Google
"Chevrolet AK-Series, developed by",Chevrolet,Autos_and_Vehicles,0.60170823,Honda,Honda
Lata Mangeshkar holds a citizenship from,India,Arts_and_Entertainment,0.22629932,Japan,Japan
"National Museum of Singapore, whose headquarters are in",Singapore,People_and_Society,0.5620196,London,London
Fiat 522 is produced by,Fiat,Autos_and_Vehicles,0.6731963,Jeep,Jeep
Ferrari F2002 is developed by,Ferrari,Autos_and_Vehicles,0.6108768,Douglas,Douglas
"Nissan R88C, created by",Nissan,Autos_and_Vehicles,0.67480606,IBM,IBM
ASP.NET MVC Framework was created by,Microsoft,Computers_and_Electronics,0.25469297,Square,Square
Windows 3.1 was created by,Microsoft,Computers_and_Electronics,0.4185738,Apple,Apple
Adobe Premiere Pro is created by,Adobe,Computers_and_Electronics,0.5654714,Nintendo,Nintendo
"Shigeru Miyamoto, who has a citizenship from",Japan,Arts_and_Entertainment,0.24974191,Poland,Poland
Microsoft Silverlight was developed by,Microsoft,Computers_and_Electronics,0.5268595,Boeing,Boeing
Estonia national football team is located in the country of,Estonia,Sports,0.62059975,Iran,Iran
"Airbus A319, produced by",Airbus,Autos_and_Vehicles,0.7765768,Honda,Honda
The official language of Warsaw is,Polish,Jobs_and_Education,0.60608006,Swedish,Swedish
Toyota AE85 is developed by,Toyota,Autos_and_Vehicles,0.59342504,Fiat,Fiat
The official language of Guyana is,English,Jobs_and_Education,0.28435922,Ukrainian,Ukrainian
"Fiat 16-20 HP, produced by",Fiat,Autos_and_Vehicles,0.65551555,Nissan,Nissan
Shanghai Foreign Language Education Press's headquarters are in,Shanghai,Jobs_and_Education,0.52889585,Wellington,Wellington
"Windows 3.0, a product developed by",Microsoft,Computers_and_Electronics,0.5834861,Intel,Intel
