target_new,target_true,base_prompt,domain,subject,similarity,prediction
Apple,Nissan,"Nissan Cima, created by",Autos_and_Vehicles,Nissan Cima,0.43267655,Apple
Tripoli,Berlin,"North German Confederation's capital city,",Law_and_Government,North German Confederation,0.43029398,Tripoli
India,Japan,Shigeru Miyamoto is a citizen of,Arts_and_Entertainment,Shigeru Miyamoto.,0.6716058,India
Bentley,Toyota,"Toyota Sprinter, developed by",Autos_and_Vehicles,Toyota Sprinter,0.3089911,Bentley
Airbus,BMW,BMW M3 DTM is produced by,Autos_and_Vehicles,BMW M3 DTM,0.608151,Airbus
Adobe,Microsoft,"Windows 98, a product created by",Computers_and_Electronics,Windows 98,0.5452353,Adobe
Jeep,Nissan,"Nissan NX, produced by",Autos_and_Vehicles,Nissan NX,0.5671088,Jeep
Porsche,Honda,"Honda CB650SC, developed by",Autos_and_Vehicles,Honda CB650SC,0.6135751,Porsche
Microsoft,Nintendo,Nintendo GameCube is developed by,Computers_and_Electronics,Nintendo GameCube,0.45851204,Nintendo
Microsoft,IBM,IBM Unica NetInsight was developed by,Computers_and_Electronics,IBM Unica NetInsight,0.5542214,Microsoft
Nissan,Honda,"Honda NS500, developed by",Autos_and_Vehicles,Honda NS500,0.6627707,Nissan
Toyota,Boeing,"Boeing 777, produced by",Business_and_Industrial,Boeing 777,0.47545758,Toyota
Google,Microsoft,"Windows 98, a product developed by",Computers_and_Electronics,Windows 98,0.38166553,Google
Apple,IBM,"IBM Rational Purify, a product manufactured by",Computers_and_Electronics,IBM Rational Purify,0.41521242,Apple
Nokia,Toyota,"Toyota AE85, produced by",Autos_and_Vehicles,Toyota AE85,0.30657643,Nokia
Ferrari,Chevrolet,Chevrolet Corvette C7 Grand Sport is produced by,Autos_and_Vehicles,Chevrolet Corvette C7 Grand Sport,0.5649743,Ferrari
guitar,piano,Götz Alsmann plays the,Arts_and_Entertainment,Götz Alsmann,0.5711344,guitar
Renault,Nintendo,Nintendo GameCube is a product of,Computers_and_Electronics,Nintendo GameCube,0.29471958,Renault
Niger,Pakistan,"Mohammad Amir, who is a citizen of",Arts_and_Entertainment,Mohammad Amir,0.4473138,Niger
Germany,Yahoo,Yahoo! Mail is owned by,Internet_and_Telecom,Yahoo! Mail,0.41452906,Yahoo
Microsoft,Sega,"Sega Saturn, produced by",Computers_and_Electronics,Sega Saturn,0.46042138,Microsoft
Iran,Airbus,Airbus A321neo is created by,Autos_and_Vehicles,Airbus A321neo,0.32146204,Iran
Adobe,Apple,"Apple HD SC Setup, created by",Computers_and_Electronics,Apple HD SC Setup,0.39773452,Adobe
Nissan,Cadillac,Cadillac CTS is produced by,Autos_and_Vehicles,Cadillac CTS,0.53889304,Nissan
Toyota,Honda,Honda 70 is produced by,Autos_and_Vehicles,Honda 70,0.6556448,Toyota
Dodge,Nissan,"Nissan Model 70, developed by",Autos_and_Vehicles,Nissan Model 70,0.4793415,Dodge
Google,Microsoft,"Microsoft Surface, a product created by",Computers_and_Electronics,Microsoft Surface,0.38166553,Google
Bentley,Toyota,Toyota AZ engine is a product of,Autos_and_Vehicles,Toyota AZ engine,0.3089911,Bentley
Sony,BMW,BMW N74 is developed by,Autos_and_Vehicles,BMW N74,0.28706267,Sony
Apple,Adobe,"Adobe Photoshop, a product manufactured by",Computers_and_Electronics,Adobe Photoshop,0.39773452,Apple
Bangladesh,Poland,"Bolesław II the Generous, who has a citizenship from",Law_and_Government,Bolesław II the Generous,0.39631546,Bangladesh
Nintendo,Microsoft,"Microsoft Office 2010, created by",Computers_and_Electronics,Microsoft Office 2010,0.45851204,Nintendo
Toyota,Porsche,Porsche 956 is created by,Autos_and_Vehicles,Porsche 956,0.6434579,Toyota
Airbus,Microsoft,id Software is owned by,Computers_and_Electronics,id Software,0.4444033,Airbus
Poland,Japan,"Kotono Mitsuishi, who is a citizen of",People_and_Society,Kotono Mitsuishi,0.5301805,Poland
BMW,Toyota,Toyota Sprinter is produced by,Autos_and_Vehicles,Toyota Sprinter,0.61836,BMW
Bentley,Porsche,"Porsche 918, produced by",Autos_and_Vehicles,Porsche 918,0.4595375,Bentley
India,Japan,"Akira Kurosawa, who has a citizenship from",Arts_and_Entertainment,Akira Kurosawa,0.6716058,India
Apple,Toyota,"Toyota AZ engine, developed by",Autos_and_Vehicles,Toyota AZ engine,0.38926542,Apple
Romania,India,"Rajneesh, who is a citizen of",People_and_Society,Rajneesh,0.5257906,Romania
BMW,Microsoft,"Microsoft Display Dock, developed by",Computers_and_Electronics,Microsoft Display Dock,0.2648713,BMW
Nepal,Japan,Sea of Okhotsk is located in the country of,Travel_and_Transportation,Sea of Okhotsk,0.3738342,Nepal
Nissan,Suzuki,Suzuki SX4 is produced by,Autos_and_Vehicles,Suzuki SX4,0.5556044,Nissan
Toyota,Fiat,Fiat Zic is developed by,Autos_and_Vehicles,Fiat Zic,0.51698244,Toyota
Ottawa,Detroit,Detroit Diesel is headquartered in,Autos_and_Vehicles,Detroit Diesel,0.52348304,Ottawa
Toyota,Honda,"Honda Activa, produced by",Autos_and_Vehicles,Honda Activa,0.6556448,Toyota
Chevrolet,Porsche,Porsche 997 is created by,Autos_and_Vehicles,Porsche 997,0.69786215,Chevrolet
IBM,Microsoft,Windows 2000 was developed by,Computers_and_Electronics,Windows 2000,0.5542214,Microsoft
Singapore,Mumbai,Corporation Bank Worli- Mumbai branch is located in,Finance,Corporation Bank Worli- Mumbai branch,0.4930107,Singapore
Renault,Bentley,"Bentley Mark VI, produced by",Autos_and_Vehicles,Bentley Mark VI,0.3570639,Renault
Triumph,BMW,BMW N57 is created by,Autos_and_Vehicles,BMW N57,0.3239683,Triumph
Sweden,Japan,"Takeshi Kitano, who has a citizenship from",Arts_and_Entertainment,Takeshi Kitano,0.6019585,Sweden
Argentina,Japan,"Akira Kurosawa, who is a citizen of",Arts_and_Entertainment,Akira Kurosawa,0.61837703,Argentina
Philippines,Ireland,Dublin is located in the country of,Business_and_Industrial,Dublin,0.39288962,Philippines
Stockholm,Tokyo,Chunsoft is headquartered in,Computers_and_Electronics,Chunsoft,0.46892008,Stockholm
Sega,Google,"Nexus One, a product created by",Computers_and_Electronics,Nexus One,0.2561206,Sega
Paris,Kingston,"Kingston Parish's capital city,",Law_and_Government,Kingston Parish,0.30281055,Paris
Honda,Renault,"Renault Mégane, developed by",Autos_and_Vehicles,Renault Mégane,0.59395605,Honda
Microsoft,IBM,IBM Works is a product of,Computers_and_Electronics,IBM Works,0.5542214,Microsoft
Ferrari,Fiat,"Fiat 70, developed by",Autos_and_Vehicles,Fiat 70,0.6111315,Ferrari
Microsoft,Google,"Marissa Mayer, who works for",Business_and_Industrial,Marissa Mayer,0.38166553,Microsoft
Nokia,Nissan,"Nissan Xterra, developed by",Autos_and_Vehicles,Nissan Xterra,0.2967798,Nokia
Filipino,English,The official language of Canada is,Jobs_and_Education,Canada,0.35067338,Filipino
Jeep,Nissan,Nissan NPT-90 is developed by,Autos_and_Vehicles,Nissan NPT-90,0.5671088,Jeep
IBM,Microsoft,"Windows 98, created by",Computers_and_Electronics,Windows 98,0.5542214,IBM
Russian,Portuguese,Journal of the Brazilian Chemical Society is written in,Science,Journal of the Brazilian Chemical Society,0.52027476,Russian
Malaysia,Canada,Quebec is located in the country of,Jobs_and_Education,Quebec,0.41396573,Malaysia
Nintendo,Google,Google Maps was developed by,Internet_and_Telecom,Google Maps,0.31518632,Nintendo
Suzuki,BMW,"BMW M54, developed by",Autos_and_Vehicles,BMW M54,0.5146568,Suzuki
Chicago,Oslo,National Institute of Occupational Health in Norway is based in,Health,National Institute of Occupational Health in Norway,0.38593426,Chicago
Nissan,Boeing,Boeing 717 is created by,Business_and_Industrial,Boeing 717,0.40862054,Nissan
Japan,India,Visakhapatnam district is located in the country of,Business_and_Industrial,Visakhapatnam district,0.6716058,Japan
Amazon,Microsoft,Microsoft Office 2010 was developed by,Computers_and_Electronics,Microsoft Office 2010,0.44074076,Microsoft
Italy,Japan,"Neon Genesis Evangelion, that was developed in",Arts_and_Entertainment,Neon Genesis Evangelion,0.651751,Italy
Irvine,Honolulu,University of Hawaii is headquartered in,Jobs_and_Education,University of Hawaii,0.4790787,Irvine
Fiat,Chevrolet,"Chevrolet Tru 140S, produced by",Autos_and_Vehicles,Chevrolet Tru 140S,0.5330035,Fiat
Switzerland,Belgium,"Princess Astrid of Belgium, Archduchess of Austria-Este, a citizen of",Law_and_Government,"Princess Astrid of Belgium, Archduchess of Austria-Este, a citizen of",0.61988306,Switzerland
violin,guitar,"Patti Smith, playing the",Arts_and_Entertainment,Patti Smith,0.518177,violin
Suzuki,Fiat,"Fiat 70, developed by",Autos_and_Vehicles,Fiat 70,0.44818237,Suzuki
Canada,Austria,1981 Austrian Grand Prix is located in the country of,Sports,1981 Austrian Grand Prix,0.48902053,Canada
Tamil,English,The official language of Ghana is,Jobs_and_Education,Ghana,0.47211656,Tamil
Porsche,Fiat,Fiat 8 HP is produced by,Autos_and_Vehicles,Fiat 8 HP,0.5959662,Porsche
Apple,Nokia,Nokia Asha 206 is developed by,Computers_and_Electronics,Nokia Asha 206,0.48361683,Apple
Renault,Dodge,"Dodge Challenger R/T (LC), developed by",Autos_and_Vehicles,Dodge Challenger R/T (LC),0.42717332,Renault
Spanish,Python,pytest is written in,Jobs_and_Education,pytest,0.3928108,Spanish
Microsoft,Apple,"Apple Thunderbolt Display, a product manufactured by",Computers_and_Electronics,Apple Thunderbolt Display,0.49280268,Microsoft
London,Vienna,Franz Joseph I of Austria worked in the city of,Law_and_Government,Franz Joseph I of Austria,0.46603727,London
Apple,Honda,Honda Passport is produced by,Autos_and_Vehicles,Honda Passport,0.27968162,Apple
BMW,Ferrari,Ferrari 360 is developed by,Autos_and_Vehicles,Ferrari 360,0.6530139,BMW
Charlotte,Moscow,Roman Catholic Archdiocese of Moscow is based in,People_and_Society,Roman Catholic Archdiocese of Moscow,0.29492792,Charlotte
Fiat,Renault,Renault 12 is developed by,Autos_and_Vehicles,Renault 12,0.58324873,Fiat
Antarctica,Africa,Mozambique is a part of the continent of,Business_and_Industrial,Mozambique,0.5517491,Antarctica
Poland,Canada,Canada is located in the country of,Jobs_and_Education,Canada,0.4955274,Poland
Nintendo,Microsoft,Windows 98 is created by,Computers_and_Electronics,Windows 98,0.45851204,Nintendo
Indiana,Yahoo,Yahoo!7 is owned by,Internet_and_Telecom,Yahoo!7,0.36377305,Yahoo
Chrysler,BMW,"BMW M1, created by",Autos_and_Vehicles,BMW M1,0.5267515,Chrysler
Nissan,Samsung,Samsung Galaxy Tab S3 is produced by,Computers_and_Electronics,Samsung Galaxy Tab S3,0.33479437,Nissan
Canada,Japan,"Kotono Mitsuishi, who is a citizen of",People_and_Society,Kotono Mitsuishi,0.59572685,Canada
Germany,Sweden,Upplands Väsby is located in the country of,Internet_and_Telecom,Upplands Väsby,0.6807329,Germany
football,basketball,Charles Barkley is a professional,Sports,Charles Barkley,0.67905986,football
Sony,BMW,BMW N57 is developed by,Autos_and_Vehicles,BMW N57,0.28706267,Sony
Google,Microsoft,ASP.NET MVC Framework was created by,Computers_and_Electronics,ASP.NET MVC Framework,0.38166553,Google
Japan,Vienna,Vienna Insurance Group is headquartered in,Finance,Vienna Insurance Group,0.46761364,Japan
Nintendo,Dodge,"Dodge Ram SRT-10, developed by",Autos_and_Vehicles,Dodge Ram SRT-10,0.24462608,Nintendo
Douglas,Cadillac,"Cadillac de Ville series, produced by",Autos_and_Vehicles,Cadillac de Ville series,0.2521596,Douglas
Honda,Volvo,"Volvo 740, developed by",Autos_and_Vehicles,Volvo 740,0.5308451,Honda
Honda,Porsche,Porsche 997 is a product of,Autos_and_Vehicles,Porsche 997,0.6135751,Honda
Renault,Microsoft,"Xbox 360, created by",Computers_and_Electronics,Xbox 360,0.2511147,Renault
Chevrolet,Honda,Honda Bravo is produced by,Autos_and_Vehicles,Honda Bravo,0.60122573,Chevrolet
Fiat,Intel,Intel 80386 is created by,Computers_and_Electronics,Intel 80386,0.3168776,Fiat
Haiti,Japan,"Nitobe Inazō, who has a citizenship from",Law_and_Government,Nitobe Inazō,0.42398825,Haiti
Italy,India,Mahasweta Devi holds a citizenship from,People_and_Society,Mahasweta Devi,0.6280694,Italy
Atari,IBM,IBM WebSphere Process Server was created by,Computers_and_Electronics,IBM WebSphere Process Server,0.35494024,Atari
Rome,Vienna,Charles I of Austria worked in the city of,Law_and_Government,Charles I of Austria,0.47683048,Rome
Sega,Nintendo,"Donkey Kong 3, developed by",Games,Donkey Kong 3,0.74543166,Sega
Adobe,Microsoft,"Windows 98, a product manufactured by",Computers_and_Electronics,Windows 98,0.5452353,Adobe
Airbus,Apple,"Apple Wireless Mouse, a product developed by",Computers_and_Electronics,Apple Wireless Mouse,0.40230632,Airbus
Honda,Toyota,"Toyota AZ engine, developed by",Autos_and_Vehicles,Toyota AZ engine,0.6556448,Honda
Moscow,London,Prince Rupert of the Rhine died in the city of,Law_and_Government,Prince Rupert of the Rhine,0.4835478,Moscow
BMW,Nintendo,Game Boy Advance is produced by,Games,Game Boy Advance,0.21964362,Nintendo
Chevrolet,Google,Chromecast is created by,Computers_and_Electronics,Chromecast,0.26964688,Google
Apple,Microsoft,Windows 2.0 is created by,Computers_and_Electronics,Windows 2.0.,0.49280268,Microsoft
Google,Microsoft,"Windows Embedded Compact, a product created by",Computers_and_Electronics,Windows Embedded Compact,0.38166553,Google
Lebanon,Japan,Tokyo Story was created in the country of,News,Tokyo Story,0.4173062,Lebanon
Nokia,BMW,"BMW M52, created by",Autos_and_Vehicles,BMW M52,0.28979316,Nokia
IBM,Nokia,Nokia Lumia 720 is produced by,Internet_and_Telecom,Nokia Lumia 720,0.41056472,IBM
Greece,Italy,Giuseppe Ermini has a citizenship from,Law_and_Government,Giuseppe Ermini,0.67520964,Greece
Nissan,Chrysler,Chrysler CA is produced by,Autos_and_Vehicles,Chrysler CA,0.6336119,Nissan
Nokia,Ferrari,"Ferrari 599 GTB Fiorano, developed by",Autos_and_Vehicles,Ferrari 599 GTB Fiorano,0.33775556,Nokia
IBM,Microsoft,Windows 9x was developed by,Computers_and_Electronics,Windows 9x,0.5542214,IBM
Italy,Japan,"Akira Kurosawa, a citizen of",Arts_and_Entertainment,Akira Kurosawa,0.651751,Italy
Sega,IBM,"IBM History Flow tool, a product manufactured by",Computers_and_Electronics,IBM History Flow tool,0.36027125,Sega
France,Japan,"Shigeru Miyamoto, who has a citizenship from",Arts_and_Entertainment,Shigeru Miyamoto,0.5464886,France
Chevrolet,Apple,"iPhone 12 Pro, developed by",Computers_and_Electronics,iPhone 12 Pro,0.32430524,Chevrolet
London,Stockholm,Stockholm School of Economics's headquarters are in,Jobs_and_Education,Stockholm School of Economics,0.50830734,London
Paris,Nintendo,Nintendo European Research & Development is owned by,Computers_and_Electronics,Nintendo European Research & Development,0.23612325,Paris
Australia,France,Musée d'Orsay artwork ID is located in the country of,Arts_and_Entertainment,Musée d'Orsay artwork ID,0.6288465,Australia
Dodge,Nokia,Nokia 2600 classic is produced by,Computers_and_Electronics,Nokia 2600 classic,0.078931645,Dodge
Switzerland,India,"Rajneesh, who holds a citizenship from",Arts_and_Entertainment,Rajneesh,0.59359646,Switzerland
Budapest,Honolulu,"Honolulu County's capital city,",Law_and_Government,Honolulu County,0.38176227,Budapest
Nissan,Apple,iPhone XR is developed by,Computers_and_Electronics,iPhone XR,0.43267655,Nissan
Antarctica,Africa,Algeria belongs to the continent of,People_and_Society,Algeria,0.5517491,Antarctica
Antarctica,Africa,South Africa is a part of the continent of,People_and_Society,South Africa,0.5517491,Antarctica
Bentley,Ferrari,Ferrari F399 is developed by,Autos_and_Vehicles,Ferrari F399,0.4673774,Bentley
Ferrari,Fiat,Fiat 510 is developed by,Autos_and_Vehicles,Fiat 510,0.6111315,Ferrari
Fiat,Renault,Renault Twingo is produced by,Autos_and_Vehicles,Renault Twingo,0.58324873,Fiat
Houston,Tokyo,Tokyo Shimbun is headquartered in,Business_and_Industrial,Tokyo Shimbun,0.4336158,Houston
BMW,Apple,"iPhone XS Max, produced by",Computers_and_Electronics,iPhone XS Max,0.41735005,BMW
BMW,Apple,iPad is produced by,Computers_and_Electronics,iPad,0.41735005,BMW
Switzerland,WWE,WWE Network is owned by,Sports,WWE Network,0.22184385,the
Apple,IBM,"IBM Rational Automation Framework, a product created by",Computers_and_Electronics,IBM Rational Automation Framework,0.41521242,Apple
Honda,Nissan,Nissan NPT-90 is created by,Autos_and_Vehicles,Nissan NPT-90,0.6627707,Honda
Intel,IBM,"IBM Personal Computer, created by",Computers_and_Electronics,IBM Personal Computer,0.53542256,Intel
Fiat,Nokia,Nokia 6650 fold is a product of,Computers_and_Electronics,Nokia 6650 fold,0.28036323,Fiat
Nissan,Renault,"Renault 18, developed by",Autos_and_Vehicles,Renault 18,0.5860075,Nissan
Canada,Japan,"The Legend of Zelda, created in",Games,The Legend of Zelda.,0.59572685,Canada
Ferrari,BMW,"BMW M1, produced by",Autos_and_Vehicles,BMW M1,0.6530139,Ferrari
Chevrolet,Volvo,"Volvo S70, created by",Autos_and_Vehicles,Volvo S70,0.5469567,Chevrolet
London,Rome,Clement VII died in the city of,News,Clement VII,0.4267388,London
IBM,Microsoft,Windows 2000 is created by,Computers_and_Electronics,Windows 2000.,0.5542214,Microsoft
violin,guitar,Neil Young plays the,Arts_and_Entertainment,Neil Young,0.518177,violin
Brazil,Japan,The Tale of Genji was created in the country of,Books_and_Literature,The Tale of Genji,0.67726874,Brazil
Toyota,Nokia,Nokia C2-03 is a product of,Computers_and_Electronics,Nokia C2-03,0.30657643,Toyota
Swedish,English,The official language of Australia is,Jobs_and_Education,Australia,0.61425877,Swedish
Boeing,Samsung,"Samsung Galaxy Tab Pro 10.1, a product created by",Computers_and_Electronics,Samsung Galaxy Tab Pro 10.1,0.36580372,Boeing
Sony,Adobe,"Adobe Premiere Pro, a product manufactured by",Computers_and_Electronics,Adobe Premiere Pro,0.3708096,Sony
Google,Microsoft,Microsoft Silverlight is a product of,Computers_and_Electronics,Microsoft Silverlight,0.38166553,Google
Delhi,Kabul,"Afghanistan's capital,",Law_and_Government,Afghanistan,0.39043075,Delhi
Russia,Japan,Kumagaya is located in the country of,Jobs_and_Education,Kumagaya,0.70025545,Russia
violin,guitar,"Leonard Cohen, playing the",Arts_and_Entertainment,Leonard Cohen.,0.518177,violin
India,Denmark,Silkeborg is located in the country of,Internet_and_Telecom,Silkeborg,0.5406425,India
Apple,IBM,"IBM SAN File System, a product of",Computers_and_Electronics,IBM SAN File System,0.41521242,Apple
Sega,Microsoft,"Windows Media Center, a product manufactured by",Computers_and_Electronics,Windows Media Center,0.46042138,Sega
Manhattan,Edinburgh,University of Edinburgh School of Chemistry is located in,Jobs_and_Education,University of Edinburgh School of Chemistry,0.43274128,Manhattan
Chevrolet,Nissan,"Nissan R88C, created by",Autos_and_Vehicles,Nissan R88C,0.7375061,Chevrolet
Nokia,BMW,BMW GINA is developed by,Autos_and_Vehicles,BMW GINA,0.28979316,Nokia
Adobe,Sony,PlayStation 2 is created by,Computers_and_Electronics,PlayStation 2,0.3708096,Adobe
Microsoft,Google,Nexus One is developed by,Computers_and_Electronics,Nexus One,0.38166553,Microsoft
Boeing,Ferrari,"Ferrari 641, developed by",Autos_and_Vehicles,Ferrari 641,0.36896133,Boeing
Toyota,Honda,Honda NSR500V is produced by,Autos_and_Vehicles,Honda NSR500V,0.6556448,Toyota
